Name,URL,Cuisines,Area,Timing,Full_Address,PhoneNumber,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost
Biryani By Kilo,https://www.zomato.com/kolkata/biryani-by-kilo-golpark,"Biryani, Mughlai, Kebab, Hyderabadi","Golpark, Kolkata",Opens at 10am,"23, 13, Ground Floor, Kankulia, Gariahat Road, Near Kotak Mahindra Bank, Golpark, Kolkata",9.19555E+11,1,1,1,0,4,196,4.1,4299,,"Matka Phirni, Wonderful Dessert, Chicken Ghee Roast, Tawa Fish, Seekh Kebab, Non Veg Platter","Quantity of Portion, Awesome Packaging, Awesome Spot to Hangout, Very Affordable, Fantastic Decoration, Clean and Hygienic Place",1000
Adil Biryani Restaurant,https://www.zomato.com/kolkata/adil-biryani-restaurant-park-circus-area,"Biryani, North Indian","Park Circus Area, Kolkata",Opens at 12noon,"18 A, Syed Amir Ali Avenue, Opposite Park Circus Tram Depot, Park Circus Area, Kolkata",9.19073E+11,1,1,0,0,3.8,132,4,5564,,,,400
Dariole,https://www.zomato.com/kolkata/dariole-theatre-road,"Bakery, Desserts, Beverages, Fast Food","Theatre Road, Kolkata",Opens at 9am,"42 A, Shakespeare Sarani, Theatre Road, Kolkata",9.13346E+11,1,1,1,0,4,253,4.3,1967,,"Mocha Cake, Salted Caramel Pastry, Chocolate Cup, Blueberry Cheesecake, Cupcakes, Pastries","Coffee Date, Fancy Crowd, Cafe, Great Food, Prices, Decor",300
The Belgian Waffle Co.,https://www.zomato.com/kolkata/the-belgian-waffle-co-1-elgin,"Desserts, Beverages, Waffle","Elgin, Kolkata",12:37am – 10:30pm (Today),"7B, DR Sishir Kumar Bose Sarani, Elgin, Kolkata",9.18911E+11,1,1,1,0,4.4,682,4.2,2211,,"Blueberry Cream Cheese Waffle, Chocolate Overload, Red Velvet Waffle, Chocolate Waffle, Waffles, Shakes","Great Place, Flavour, Staff, Menu, Good Place, Service",300
Kathleen,https://www.zomato.com/kolkata/kathleen-1-new-market-area,"Bakery, Desserts, Fast Food","New Market Area, Kolkata",Opens at 9am,"12, Free School Street, New Market Area, Kolkata",9.18217E+11,1,1,0,0,-,0,4.2,365,,,,50
Machhli Baba Fries,https://www.zomato.com/kolkata/machhli-baba-fries-chandni-chowk,"Bengali, North Indian, Kebab","Chandni Chowk, Kolkata",Opens at 7am,"71, First Floor, Bentinck Street, Faraday House, Chandni Chowk, Kolkata",9.16289E+11,1,1,0,0,-,0,4.2,1314,,,,150
Rayyan Biryani,https://www.zomato.com/kolkata/rayyan-biryani-taltala,"Biryani, Rolls, Mughlai, Beverages","Taltala, Kolkata",,"6A, Muzaffar Ahmed Street, Taltala, Kolkata",9.19038E+11,1,1,1,0,3.9,907,3.6,44400,,,"Nice Crowd, Drive through, Comfort Food, Elegantly Decorated, Great Recommendations, Pocket Friendly",300
New Arsalan Biryani,https://www.zomato.com/kolkata/new-arsalan-biryani-picnic-garden,Biryani,"Picnic Garden, Kolkata",Opens at 12noon,"194/2E, Picnic Garden, Kolkata",9.19304E+11,1,1,0,0,-,0,3.9,998,,,,100
Natural Ice Cream,https://www.zomato.com/kolkata/natural-ice-cream-park-street-area,"Ice Cream, Desserts","Park Street Area, Kolkata",Opens at 11am,"77/1/A, Ground Floor, Near West Bengal Board, Park Street Area, Kolkata",9.13346E+11,1,1,1,1,4.9,2419,4.5,9632,,"Chiku Shake, Chocobite, Choco Bite, Sitafal Ice Cream, Coffee Walnut, Chocolate Almond","Bank for the Buck, Totally Worth it, Pretty Decor, Table Service, Pretty Place, Pocket Friendly",300
Saptapadi,https://www.zomato.com/kolkata/saptapadi-hindustan-park,"Bengali, Beverages, Desserts","Hindustan Park, Kolkata",Opens at 11:30am,"49 B, Purna Das Road, Hindustan Park, Kolkata",9.18421E+11,1,1,1,0,4.4,1720,4.1,748,,"Moori Fish Stick, Ice Cream Patishapta, Jumbo Thali, Kancha Lonka Murgi, Luchi Chholar Dal, Kosha Murgi","Budget is Also Friendly, Fusion Menu, Great Food Great Service, Fusion Food, Fusion Dishes, Song",850
Gangotri Sweets & Snacks,https://www.zomato.com/kolkata/gangotri-sweets-snacks-ballygunge,"Mishti, Fast Food","Ballygunge, Kolkata",Opens at 8am,"P17A, Ashutosh Choudhury Avenue, Near Birla Mandir, Ballygunge, Kolkata",9.13346E+11,1,1,0,1,3.6,135,4.2,12400,,"Badam Barfi, Club Kachori, Rasmalai, Dhokla, Sweets, Gulab Jamun","Pocket Friendly, Great Recommendations, Cleanliness, Contactless Delivery, Packing, Price",200
Santa Delivers,https://www.zomato.com/kolkata/santa-delivers-kasba,"North Indian, Biryani, Rolls, Wraps, Mughlai","Kasba, Kolkata",12noon – 4am (Today),"15 Swinhoe Lane, Kasba, Kolkata",9.17596E+11,1,1,0,0,-,0,4.1,13900,,"Malai Kofta, Chicken Butter Masala, Kulcha, Butter Naan, Kebabs, Rolls","Quick Delivery, Awesome Food, Amazing Food, Excellent Food, Tasty Food, Nice Food",200
The Yellow Straw,https://www.zomato.com/kolkata/the-yellow-straw-minto-park,"Healthy Food, Salad, Juices","Minto Park, Kolkata",Opens at 8am,"7/1, Central Plaza, Sarat Bose Road, Opposite HDFC Bank, Minto Park, Kolkata",9.1334E+11,1,1,1,0,3.8,120,4.2,3923,,"Fruit Juices, Shakes, Sandwich, Pasta, Pizza","Polite Staff, Environment, Menu, Prices, Quantity, Service",250
Flurys,https://www.zomato.com/kolkata/flurys-park-street-area,"Bakery, Desserts, Fast Food, Coffee","Park Street Area, Kolkata",Opens at 8am,"18, Park Street Area, Kolkata",9.1334E+11,1,1,1,0,4.2,4779,4.4,5173,The legendary breakfast place on the Calcutta famous Park Street corner.,"Viennese Coffee, Bacon Strip, Chocolate Cube, Almond Pastry, Baba Cake, Moccachino","Breakfast Joint, Classy Place, Classy Decor, Courteous Service, Luxury, Peaceful Place",300
Sharma Snacks,https://www.zomato.com/kolkata/sharma-snacks-1-kasba,"Mishti, Street Food, South Indian, North Indian","Kasba, Kolkata",Opens at 7am,"39/1, Bose Pukur Road, Kasba, Kolkata",9.19681E+11,1,1,1,0,3.4,89,3.9,13800,,"Samosa Chatni, Hinger Kochuri, Jalebi, Lassi, Thali, Tea","Perfect Presentation, Young Crowd, Great Portions, Elaborate Menu, Timely Service, Customizable Food",300
Taj Biryani,https://www.zomato.com/kolkata/taj-biryani-1-entally,Biryani,"Entally, Kolkata",11:30am – 4am (Today),"87, Near Entally Market, Acharya Jagadish Chandra Bose Road, Entally, Kolkata",9.18014E+11,1,1,1,0,4,418,3.9,13900,,,"Pocket Friendly, Great Recommendations, Worth the Money, Great Portions, Timely Service",350
Sharma Jalpan,https://www.zomato.com/kolkata/sharma-jalpan-bhawanipur,"Street Food, Mithai, Fast Food, Beverages","Bhawanipur, Kolkata",Opens at 7am,"22, Justice Dwarkanath Road, Bhawanipur, Kolkata",9.19339E+11,1,1,1,1,3.5,42,3.9,1939,,,,150
Arman Biryani,https://www.zomato.com/kolkata/arman-biryani-1-picnic-garden,Biryani,"Picnic Garden, Kolkata",12noon – 2am (Today),"103/1, Picnic Garden, Kolkata",9.19904E+11,1,1,1,0,3.9,463,3.9,16400,,,"Economical, Casual Seating Area, Cordial Staff, Great Recommendations, Amazing Food, Great Ambiance",300
Kaligodam,https://www.zomato.com/kolkata/kaligodam-1-bara-bazar,"Mishti, Desserts, Street Food, Bengali, North Indian","Bara Bazar, Kolkata",,"16, Mallick Street, Jorasanko, Bara Bazar, Kolkata",9.19831E+11,1,0,0,0,-,0,4.1,3697,,"Samosa, Dosa, Sweets, Chutney","Customizable Food, Elaborate Menu, Fresh Food, Good Quality, Price",50
Roll It Out,https://www.zomato.com/kolkata/roll-it-out-park-street-area,"Rolls, Chinese, Italian, Fast Food","Park Street Area, Kolkata",11am – 1am (Today),"2, Middle Row, Park Street Area, Kolkata",9.16294E+11,1,1,1,0,3.8,142,3.6,4277,,"Lunch Meal, Spicy Food, Hakka Noodles, Soup, Fried Rice","Pocket Friendly, Weekend Brunch, Good Wifi, Customizable Food, Student Crowd, Elaborate Menu",350
Banchharam's,https://www.zomato.com/kolkata/banchharams-golpark,"Mishti, Desserts","Golpark, Kolkata",Opens at 9am,"19, Gariahat Road, Golpark, Kolkata",9.18698E+11,1,1,0,1,-,0,4.1,592,,"Sandesh, Tart, Samosa, Sweets",,50
Chaccha Jaan Biryani Aur Kebab Waale,https://www.zomato.com/kolkata/chaccha-jaan-biryani-aur-kebab-waale-park-circus-area,"Kebab, Mughlai","Park Circus Area, Kolkata",,"217, Ground Floor, Park Street, Park Circus Area, Kolkata",9.1824E+11,1,0,0,0,-,0,3.8,55,,,,200
Momo I Am,https://www.zomato.com/kolkata/momo-i-am-golpark,"Chinese, Momos, Tibetan, Asian, Beverages","Golpark, Kolkata",Opens at 12noon,"43, Ballygunge Gardens, Golpark, Kolkata",9.18585E+11,1,1,1,0,4.5,1754,4.2,5440,,"Vegetable Thukpa, Kamikaze, Chicken Kothay, Momo Platter, Tempura Fish, Chicken Shyapta","Family Favorite, Bright Lights, Affordable Rate, Themed Decor, Good Vibe, Bowls",600
BarBQ,https://www.zomato.com/kolkata/barbq-park-street-area,"Chinese, North Indian, Asian","Park Street Area, Kolkata",Opens at 11:30am,"43-47-55, Park Street Area, Kolkata",9.13346E+11,1,1,1,0,4.5,8326,4.2,18000,,"Cashew Nut Chicken, Masala Prawn, Sliced Chilli Pork, Opposite Flurys, Pork Manchurian, Schezwan Chilli Chicken","Price Vs Portion Size, Huge Seating Area, North Indian, Large Portions, Attentive Service, Efficient Service",1200
Kreamz,https://www.zomato.com/kolkata/kreamz-kidderpore,"Bakery, Desserts, Fast Food","Kidderpore, Kolkata",,"1/2, Ram Kamal Street, Kidderpore, Kolkata",9.1983E+11,1,0,0,0,-,0,3.7,23,,,,100
Kela Patta,https://www.zomato.com/kolkata/kela-patta-picnic-garden,South Indian,"Picnic Garden, Kolkata",,"143/105A, Picnic Garden, Kolkata",9.18942E+11,1,0,0,0,-,0,4,3771,,,"Good Taste, Extensive Menu, Worth the Money, Great Portions, Good Quality",100
Ek Din Prati Din,https://www.zomato.com/kolkata/ek-din-prati-din-1-new-alipore,"Bengali, Chinese, North Indian, Rolls","New Alipore, Kolkata",Opens at 11:30am,"19/6, Plot 112, Sahapur Colony, New Alipore, Kolkata",9.16292E+11,1,1,1,0,3.3,80,3.6,3566,,,,300
Tea Junction,https://www.zomato.com/kolkata/tea-junction-park-street-area,"Tea, Beverages","Park Street Area, Kolkata",Opens at 9:30am,"71, Park Plaza, Park Street, Park Street Area, Kolkata",9.16291E+11,1,1,0,0,3.1,0,4.4,361,,,,300
The French Loaf,https://www.zomato.com/kolkata/the-french-loaf-elgin,"Bakery, Desserts, Fast Food, Pizza","Elgin, Kolkata",Opens at 7:18am,"Ground Floor, Vasundhara Building, 2/7, Elgin, Kolkata",9.19331E+11,1,1,1,0,3.9,377,4.1,1367,,"Blueberry Cheesecake, Pastries, Breads, Brownies, Hot Chocolate, Sandwiches","Perfect Place, Nice Place, Cafe, Prices, Staff, Ambiance",400
UBQ By Barbeque Nation,https://www.zomato.com/kolkata/ubq-by-barbeque-nation-park-street-area,"North Indian, Biryani, Kebab, BBQ","Park Street Area, Kolkata",,"1st Floor, Park Center, Building 24, Park Street Area, Kolkata",9.18584E+11,1,0,0,0,-,0,3.8,3965,,,"Proper Packaging, Extensive Menu, Worth the Money, Great Portions, Timely Service, Delicious Food",300
LunchBox - Meals and Thalis,https://www.zomato.com/kolkata/lunchbox-meals-and-thalis-ballygunge,"North Indian, Healthy Food, Shake, Desserts","Ballygunge, Kolkata",,"29, 1st Lane, Near Repose Nursing Home, Ballygunge, Kolkata",9.17305E+11,1,0,0,0,-,0,4.1,559,,,,200
Kochi Kalapata,https://www.zomato.com/kolkata/kochi-kalapata-taltala,"Bengali, North Indian, Chinese","Taltala, Kolkata",Opens at 12noon,"8, Puran Chand Avenue, Taltala, Kolkata",9.19903E+11,1,1,1,0,3.6,30,4.2,775,,,"Family Crowd, Customizable Food, Elaborate Menu, Fresh Food, Good Quality, Value for Money",450
Banana Leaf,https://www.zomato.com/kolkata/banana-leaf-southern-avenue,"South Indian, Beverages","Southern Avenue, Kolkata",Opens at 8am,"P 264C, Hemanta Mukhopadhyay Sarani, Near Vivekananda Park, Southern Avenue, Kolkata",9.1629E+11,1,1,1,1,3.9,335,4,2644,,"Kesari Halwa, Rava Kesari, Mini Idlis, Vada Sambar, Filtered Coffee, Healthy Breakfast","Family Place, Reasonable Rate, Breakfast, Staff Behavior, Cleanliness, Family Crowd",400
Ganguram,https://www.zomato.com/kolkata/ganguram-bhawanipur,Mithai,"Bhawanipur, Kolkata",Opens at 8:30am,"84/A, Sambhunath Pandit Street, Bhawanipur, Kolkata",9.13325E+11,1,1,0,1,3.2,1,3.6,138,,,,200
Abhinandan,https://www.zomato.com/kolkata/abhinandan-bara-bazar,"North Indian, Street Food","Bara Bazar, Kolkata",Opens at 11am,"23, Burtolla Street, Near Satyanarayan Park, AC Market, Bara Bazar, Kolkata",9.19332E+11,1,1,0,0,-,0,3.6,6576,,"Dum Aloo Kashmiri, Kachori Sabzi, Veg Cutlet, Paneer Roll",,50
Sharma Sweets,https://www.zomato.com/kolkata/sharma-sweets-desapriya-park,"Mishti, Street Food","Desapriya Park, Kolkata",Opens at 7am,"177, Sarat Bose Road, Desapriya Park, Kolkata",9.19875E+11,1,1,0,1,-,0,4.2,981,,"Kachori Sabzi, Potato Curry, Hot Gulab Jamun, Lassi, Sweets","Price, Quality, Service, Food",100
Noodle King,https://www.zomato.com/kolkata/noodle-king-picnic-garden,"Chinese, Momos, Seafood","Picnic Garden, Kolkata",Opens at 11am,"44/7A, C.N. Roy Road, Picnic Garden, Kolkata",9.1842E+11,1,1,0,0,-,0,3.8,2011,,,"Cute Packaging, Great Taste, Food Presentation, Worth the Money, Great Portions, Extensive Menu",150
Thakur Mahal,https://www.zomato.com/kolkata/thakur-mahal-bara-bazar,North Indian,"Bara Bazar, Kolkata",Opens at 11:30am,"7, Babulal Lane, Bara Bazar, Kolkata",9.13323E+11,1,1,1,0,4,414,3.9,5083,,,"Great Ambiance, Worth the Money, Quality Food, Good Food, Price, Service",300
Chai Break,https://www.zomato.com/kolkata/chai-break-1-elgin,"Cafe, Fast Food, Chinese, Italian, Pizza, Tea, Beverages","Elgin, Kolkata",Opens at 10am,"1, Ground Floor, Allenby Road, Elgin, Kolkata",9.18337E+11,1,1,1,1,3.3,69,3.8,602,,,"Hookahs, Good Wifi, Student Crowd, Young Crowd, Customizable Food, Elaborate Menu",800
Mainland China,https://www.zomato.com/kolkata/mainland-china-ballygunge,"Chinese, Desserts, Beverages","Ballygunge, Kolkata",Opens at 12:30pm,"3A, Uniworth House, Gurusaday Road, Ballygunge, Kolkata",9.16292E+11,1,1,1,0,4.6,2657,4.3,2008,Chinese Flavors That Truly Have a 'Different' Tantalizing Effect on Taste Buds.,"Crispy Spicy Chicken, Crackling Spinach, Mango Souffle, Mango Pudding, Jasmine Tea, Chicken Sui Mai","Intimate Setting, Great for Dates, Sophisticated, Worth the Price, Valet Service, Large Portions",2000
Cafe Coffee Day,https://www.zomato.com/kolkata/cafe-coffee-day-2-elgin,"Coffee, Desserts, Fast Food, Beverages","Elgin, Kolkata",Opens at 8am,"Court 13, Binany Building, Woodburn Park, Elgin, Kolkata",9.16364E+11,1,1,1,0,2.8,82,3.6,170,,,,500
Thali Gharwali,https://www.zomato.com/kolkata/thali-gharwali-tollygunge,"North Indian, Fast Food, Beverages","Tollygunge, Kolkata",Opens at 9:30am,"48/33, Swiss Park, Tollygunge, Kolkata",9.1334E+11,1,1,0,1,-,0,3.7,2493,,,"Customizable Food, Great Portions, Good Quality, Fresh Food, Price, Service",100
"Rollick- Ice Creams, Cakes & Desserts",https://www.zomato.com/kolkata/rollick-ice-creams-cakes-desserts-park-street-area,"Desserts, Ice Cream, Beverages, Bakery","Park Street Area, Kolkata",Opens at 11am,"1A, Russel Street, Park Street Area, Kolkata",9.1983E+11,1,1,1,0,4.2,441,4.1,1925,,"Chocolate Explosion, Ice Cream Sundae, Chocolate Fudge, Sundae, Icecream, Brownie","Pocket Friendly, Courteous Staff, Student Crowd, Seating, Presentation, Good Ambience",200
New Paul Dhaba Delight,https://www.zomato.com/kolkata/new-paul-dhaba-delight-maniktala,"Biryani, North Indian, Mughlai, Chinese","Maniktala, Kolkata",,"167A, Vivekanand Road, Maniktala, Kolkata",9.1629E+11,1,0,0,0,-,0,3.7,4627,,,,150
Zeeshan Restaurant,https://www.zomato.com/kolkata/zeeshan-restaurant-park-circus-area,"North Indian, Biryani","Park Circus Area, Kolkata",Opens at 12noon,"17, Syed Amir Ali Avenue, Park Circus Area, Kolkata",9.19749E+11,1,1,1,0,4.1,1463,3.9,8005,,"Chicken Bara Kebab, Mutton Shammi, Tangdi Chicken, Mutton Chaanp, Mutton Tikia, Haleem","Ample Seating Area, Gastronomical Experience, Great Value, Cleanliness, Family Crowd, Best Places",600
Eagle Bites Pizza,https://www.zomato.com/kolkata/eagle-bites-pizza-ruby-hospital-area,"Pizza, Italian, Beverages","Ruby Hospital Area, Kolkata",Opens at 12noon,"24, Sarada Pally, Block D, Near Tagore Park, Ruby Hospital Area, Kolkata",9.17044E+11,1,1,1,0,4.4,1708,3.7,16100,,"Triple Chocolate Sweetzza, Cheesy Garlic Scroll, Chicken Extravaganza, Seekh Kebab Roll, Baked Pizza, Pineapple Pizza","Ample Seating Area, Family Place, Affordable Rate, Relaxed Atmosphere, Fresh Ingredients, New Menu",800
Oh! Calcutta,https://www.zomato.com/kolkata/oh-calcutta-elgin,"Bengali, Seafood","Forum Mall, Elgin, Kolkata",Opens at 12:30pm,"10/3, 4th Floor, Forum Mall, Elgin Road, Near Elgin, Kolkata",9.19331E+11,1,1,1,0,4.7,1997,4.4,1291,Bengali Cuisine & Weekend Lunch Buffet,"Smoked Hilsa, Railway Mutton, Kacha Lonka Murgi, Boneless Hilsa, Gondhoraj Bhetki, Chingri Macher Malaikari","Intimate Setting, Sophisticated, Worth the Price, Serving Size, Wonderful Service, More Variety",2000
Gusto Pizza,https://www.zomato.com/kolkata/gusto-pizza-kalighat,Pizza,"Kalighat, Kolkata","12midnight – 4:30am, 10am – 12midnight (Today)","18A, Lake Market, Parasar Road, Kalighat, Kolkata",9.18241E+11,1,1,0,0,-,0,3.9,2874,,"Cheese Burst, Bacon, Wings, Pizzas","Delicious Taste, Proper Packaging, Worth the Money, Great Portions, Extensive Menu, Elaborate Menu",250
fnpCakes ‘n’ more,https://www.zomato.com/kolkata/fnpcakes-n-more-elgin,"Bakery, Desserts","Elgin, Kolkata",Opens at 7am,"13, Lala Lajpat Roy, Sarani, Elgin, Kolkata",9.13346E+11,1,1,0,0,-,0,4.1,1985,,,,150
Ovenstory Pizza,https://www.zomato.com/kolkata/ovenstory-pizza-ballygunge,"Pizza, Fast Food, Italian","Ballygunge, Kolkata",,"29, 1st Lane, Ballygunge, Kolkata",9.17738E+11,1,0,0,0,-,0,4,1658,,,"Proper Packaging, Worth the Money, Extensive Menu, Great Portions, Fresh Food, Timely Service",250
Anand Restaurant,https://www.zomato.com/kolkata/anand-restaurant-chandni-chowk,"South Indian, Street Food, Fast Food, Pizza, Desserts, Beverages","Chandni Chowk, Kolkata",Opens at 11am,"19, C.R Avenue, Near Dalhousie Square Area, Chandni Chowk, Kolkata",9.13322E+11,1,1,1,1,4.3,1302,4.3,4635,Legendary south Indian servings,"Vada Sambar, Filtered Coffee, Sambhar, Dahi Vada, Chole, Idli","Pure Veg, Decent Ambience, South Indian Food, Ample Seating Area, Family Restaurant, Polite",500
Faasos - Wraps & Rolls,https://www.zomato.com/kolkata/faasos-wraps-rolls-ballygunge,"Fast Food, Rolls, Wraps, Shake","Ballygunge, Kolkata",,"29, 1st Lane, Ballygunge, Kolkata",9.177E+11,1,0,0,0,-,0,4.1,3105,,,"Tamper Proof Packaging, Customizable Food, Great Portions, Worth the Money, Timely Service, Elaborate Menu",200
Just Baked,https://www.zomato.com/kolkata/just-baked-paddapukur,"Bakery, Desserts, Fast Food, Beverages","Paddapukur, Kolkata",Opens at 11am,"29, Beltala Road, Paddapukur, Kolkata",9.1923E+11,1,1,0,0,-,0,4,35,,,,50
Burger In Law-The Delivery Kitchen,https://www.zomato.com/kolkata/burger-in-law-the-delivery-kitchen-kasba,"Burger, Fast Food, Desserts, Beverages","Kasba, Kolkata",,"15, Swinhoe Lane, Kasba, Kolkata",9.17596E+11,1,0,0,0,-,0,4,3893,,"Hazelnut Mocha, Classic Chicken Burger, Cheesy Fries, Burgers, Chicken Wings","Packing, Flavour, Price, Quantity",150
Bhooter Raja Dilo Bar,https://www.zomato.com/kolkata/bhooter-raja-dilo-bar-jadavpur,"Bengali, Bangladeshi, Seafood, Desserts","Jadavpur, Kolkata",11am – 10:30am (Today),"174, 175 & 179, Block C, Raja S.C. Mallick Road, Jadavpur, Kolkata",9.1334E+11,1,1,1,0,4,682,3.9,7771,Authentic Bengali Food,"Begun Basanti, Kochu Chingri, Bengali Pulao, Mochar Ghonto, Daab Chingri, Bhetki Paturi","Themed Decor, Pocket Friendly Restaurant, Song, Good for Large Groups, Family Place, Nice Concept",450
Apna Dhaba,https://www.zomato.com/kolkata/apna-dhaba-bhawanipur,North Indian,"Bhawanipur, Kolkata",24 Hours (Today),"Shop 13, Harish Mukherjee Road, Bhawanipur, Kolkata",9.19831E+11,1,1,1,0,4,491,4.1,29600,,"Panneer Butter Masala, Dal Tadka, Kadhai Paneer, Tea, Roti","Dhaba Feel, Good for Large Groups, Great Value, Food Quantity, Nice Food, Tasty Food",400
Pabrai's Fresh And Naturelle Ice Cream,https://www.zomato.com/kolkata/pabrais-fresh-and-naturelle-ice-cream-jodhpur-park,"Ice Cream, Desserts, Shake","Jodhpur Park, Kolkata",Opens at 10am,"1/428, Ward 93, Gariahat Road, Jodhpur Park, Kolkata",9.1744E+11,1,1,1,0,3.5,18,4.4,906,,,"Awesome Spot to Hangout, Excellent Location, Fresh Food with Good Quality, Food Presentation, Extensive Menu, Timely Service",200
Govinda's,https://www.zomato.com/kolkata/govindas-ballygunge,"North Indian, South Indian, Chinese, Beverages, Desserts","Ballygunge, Kolkata",Opens at 8am,"22, Iskcon House, Gurusaday Road, Ballygunge, Kolkata",9.19052E+11,1,1,1,1,4.2,828,4.1,2402,"Serving pure vegetarian food across Indian and Chinese cuisines, with devotion","Tiranga Paneer, Thali, Paneer Butter Masala, Dal Makhani, Sweets","Family Favorite, Comfortable Seating Area, Gastronomical Experience, Family Restaurant, Amazing Food, Courteous Staff",750
Krazzy For Waffle,https://www.zomato.com/kolkata/krazzy-for-waffle-paddapukur,"Bakery, Ice Cream, Desserts, Waffle, Beverages, Shake","Paddapukur, Kolkata",Opens at 9am,"33a, Sarat Bose Road, Paddapukur, Kolkata",9.16291E+11,1,1,1,0,3.8,17,3.5,1019,,,"Best Staff, Student Crowd, Best Food under Best Budget, Elaborate Menu, Customizable Food, Good Quality",500
