Name,URL,Cuisines,Area,Timing,Full_Address,PhoneNumber,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost,latitudes,longitudes
Food Quest,https://www.zomato.com/kolkata/food-quest-elgin,Fast Food,"Elgin, Kolkata",Opens at 9am,"1/2, Lord Sinha Road, Ward 63, Elgin, Kolkata",919904000000,1,1,0,0,-,0,3.8,441,,,,100,22.537374800000002,88.34756170104649
Dakshin Bhog,https://www.zomato.com/kolkata/dakshin-bhog-elgin,South Indian,"Elgin, Kolkata",Opens at 7am,"8A, 3rd Floor, Allenby Road, Elgin, Kolkata",919749000000,1,1,1,1,3.8,29,4.1,230,,,"Best Staff, Comforting Atmosphere, Fantastic Decoration, South Indian Food, Clean and Hygienic Place, Served Quickly",900,22.537374800000002,88.34756170104649
Sandwich Aur Waffle Co.,https://www.zomato.com/kolkata/sandwich-aur-waffle-co-new-alipore,"Sandwich, Burger, Fast Food, Waffle, Ice Cream, Beverages","New Alipore, Kolkata",Opens at 8:15am,"195, Triangular Park, New Alipore, Kolkata",918778000000,1,1,0,0,3.5,9,3.8,699,,,,350,22.51116475,88.3281116098478
Juicy Fresh,https://www.zomato.com/kolkata/juicy-fresh-theatre-road,"Juices, Beverages","Theatre Road, Kolkata",Opens at 8:30am,"1B, Lala Lajpat Rai Sarani, Ward 70, Theatre Road, Kolkata",919830000000,1,1,1,0,3.8,86,4.1,1877,,,,150,22.5442409,88.3592663
The Curry Leaf,https://www.zomato.com/kolkata/the-curry-leaf-theatre-road,South Indian,"Theatre Road, Kolkata",Opens at 9am,"12/2, Ground Floor, Picasso Bithi, Theatre Road, Kolkata",913380000000,1,1,1,0,2.8,8,3.5,71,,,,300,22.5442409,88.3592663
Jay Ambe Bhojanalaya,https://www.zomato.com/kolkata/jay-ambe-bhojanalaya-bara-bazar,North Indian,"Bara Bazar, Kolkata",,"1/B, Madan Mohan Burman Street, Mechua Bazar, Bara Bazar,Kolkata",919832000000,1,1,1,1,3.8,112,3.8,2550,,,,400,22.5801792,88.3528098
Ridhi Sidhi,https://www.zomato.com/kolkata/ridhi-sidhi-theatre-road,"South Indian, Chinese, Street Food, Fast Food, Desserts, Beverages","Theatre Road, Kolkata",Opens at 11am,"3, Lord Sinha Road, Theatre Road, Kolkata",916291000000,1,1,1,1,2.7,212,3.6,560,,"Chola Bhatura, Lassi, Dosa, Momos","Street Food, Prices, Ambiance, Nice Place, Menu, Decor",450,22.5442409,88.3592663
Bandana Chat Centre,https://www.zomato.com/kolkata/bandana-chat-centre-girish-park,"Street Food, Chinese","Girish Park, Kolkata",Opens at 8am,"318, Chittaranjan Avenue, Ward 26, Girish Park, Kolkata",919339000000,1,1,1,1,3.3,142,3.7,2151,,,"Comfort Food, Reasonable Prices, Packaging, Price, Service",200,22.5871445,88.3629415
Lazeez,https://www.zomato.com/kolkata/lazeez-elgin,"North Indian, Chinese","Elgin, Kolkata",Opens at 11:45am,"83, Chowringhee Road, Elgin, Kolkata",913322000000,1,0,1,0,3.9,822,3.5,140,,"Mutton Nawabi, Chicken Reshmi Masala, Chicken Lollypop, Sweet Corn Soup, Fish Fingers, Kababs","Family Restaurant, Awesome Ambience, Tandoori, Good Ambience, Nice Ambience, Atmosphere",600,22.537374800000002,88.34756170104649
Nu Wan Li,https://www.zomato.com/kolkata/nu-wan-li-hazra,"Chinese, Seafood","Hazra, Kolkata",Opens at 11am,"59D, Hazra Road, Hazra, Kolkata",913325000000,1,1,1,0,4,312,4,1326,,"Pork Spare Ribs, Gravy Chowmein, Soups, Crispy Chicken, Mixed Fried Rice, Chinese Food","Chinese, Preparation, Tasty Food, Interior, Great Place, Reasonable Price",650,22.5227232,88.3499241
Potstickers,https://www.zomato.com/kolkata/potstickers-new-alipore,"Chinese, Tibetan, Momos","New Alipore, Kolkata",,"28/7, Sahapur Colony, Near Saini Hyundai Showroom, New Alipore, Kolkata",919875000000,1,0,0,0,-,0,3.5,416,,,"Good Wifi, Cute Packaging, Elaborate Menu, Customizable Food, Food Presentation, Fresh Food",150,22.51116475,88.3281116098478
Noodle MEE,https://www.zomato.com/kolkata/noodle-mee-elgin,"Chinese, Thai","Elgin, Kolkata","12noon â€“ 3:30pm, 6pm â€“ 2am (Today)","60/1, Chowringhee Road, Near Alexandar Court, Elgin, Kolkata",919836000000,1,1,0,0,-,0,4.1,4722,,"Chicken Steamed Momos, Chilli Garlic Noodles, Kung Pao Chicken, Pan Fried Momos, Garlic Chicken, Mushrooms","Perfect Packaging, Good Value, Tamper Proof Packaging, Good Packaging, Best Food under Best Budget, Chinese",300,22.537374800000002,88.34756170104649
Patisserie By Franziska,https://www.zomato.com/kolkata/patisserie-by-franziska-3-park-street-area,"Continental, Desserts, Healthy Food","Park Street Area, Kolkata",Opens at 11:30am,"13C, Russell Street, Opposite Bengal Club, Park Street Area, Kolkata",919163000000,1,1,1,0,4.3,372,4.5,373,,"Vanilla Eclair, Pecan Pie, Salted Caramel Tart, Blueberry Tart, Strawberry Tart, Chocolate Ganache","Great Food Great Service, Coffee Date, Pretty Decor, Fresh Ingredients, Food Presentation, Seating",1700,52.0855618,-0.7272059
Swad Restaurant,https://www.zomato.com/kolkata/swad-restaurant-maniktala,"North Indian, Chinese, Fast Food","Maniktala, Kolkata",Opens at 12noon,"275, Vivekananda Road, Maniktala, Kolkata",919830000000,1,1,0,0,-,0,3.9,422,,,,200,22.5880896,88.3852834
Hot Kati Roll,https://www.zomato.com/kolkata/hot-kati-roll-park-street-area,Rolls,"Park Street Area, Kolkata",Opens at 1pm,"1/1, Park Street Area, Kolkata",919007000000,1,1,0,0,-,0,3.8,7684,,"Kati Roll, Double Chicken Egg Roll, Kebabs, Sauce","Street Food, Prices, Quantity, Staff",100,52.0855618,-0.7272059
Biryani Ka Bachchan,https://www.zomato.com/kolkata/biryani-ka-bachchan-topsia,"Biryani, Mughlai","Topsia, Kolkata",,"139/1G Tiljala Road, Near Topsia Gulashan Hall, Topsia, Kolkata",919331000000,1,0,0,0,-,0,-,0,,,,200,22.5418017,88.3869552
The Yellow Turtle,https://www.zomato.com/kolkata/the-yellow-turtle-hindustan-park,"Chinese, Cafe, Continental, Thai, Seafood, Sandwich, Asian, Beverages","Hindustan Park, Kolkata",Opens at 9am,"P-596, Hemanta Mukherjee Sarani, Hindustan Park, Kolkata",917004000000,1,1,1,0,4.2,354,4.1,811,,"Dumplings, Cheesecake, Dessert, Pasta, Fries, Fish","Food Service Taste, Good Behaviour Staff, Must Visit Place, Affordable, Ambience was Super Cool, Weekend Brunch",900,22.5177017,88.3632073
Beef Feast,https://www.zomato.com/kolkata/beef-feast-picnic-garden,"Pizza, Chinese, Fast Food, Beverages, Mughlai, Pasta, Shake","Picnic Garden, Kolkata","12midnight â€“ 5am, 9:30am â€“ 12midnight (Today)","30/2, Kustia Masjid, Bari Lane, Picnic Garden, Kolkata",917004000000,1,1,0,0,-,0,3.9,216,,,,300,22.5259951,88.3892586
Dr. Bubbles,https://www.zomato.com/kolkata/dr-bubbles-elgin,"Beverages, Desserts","Elgin, Kolkata",Opens at 11am,"2, Roy Street, Elgin, Kolkata",913341000000,1,1,1,1,3.6,53,3.3,114,,,"Student Crowd, Customizable Food, Young Crowd, Elaborate Menu, Fresh Food, Good Quality",300,22.537374800000002,88.34756170104649
Al Hamd Biryani,https://www.zomato.com/kolkata/al-hamd-biryani-taltala,Biryani,"Taltala, Kolkata",Opens at 12:30pm,"57, Ripon Street, Taltala, Kolkata",919331000000,1,1,1,0,3,6,-,31,,,,350,22.474209950000002,88.35512632362978
S.R. Biryani,https://www.zomato.com/kolkata/s-r-biryani-picnic-garden,Biryani,"Picnic Garden, Kolkata",Opens at 12noon,"Shop 3A/6, Brick Field Lane, Near Tali Khola Masjid, Picnic Garden, Kolkata",916291000000,1,1,1,0,-,0,3.4,32,,,,250,22.5259951,88.3892586
Tinni's Kitchen,https://www.zomato.com/kolkata/tinnis-kitchen-gariahat,"Bengali, Chinese, Rolls, Fast Food","Gariahat, Kolkata",Opens at 10am,"Shop G 94 Gariahat KMC Building, Gariahat, Kolkata",918241000000,1,1,1,0,-,3,4,63,,,,500,22.5196384,88.3656241
Kimchi,https://www.zomato.com/kolkata/kimchi-1-lake-gardens,"Chinese, Momos","Lake Gardens, Kolkata",Opens at 12noon,"162/A, Lake Gardens, Kolkata",916291000000,1,1,1,0,3.6,63,3.7,1200,,"Korean Fried Chicken, Panko Fish, Kimchi, Chilli Chicken","Served Quickly, Outdoor Seating, Good Wifi, Affordable Prices, Fresh Food with Good Quality, Wonderful Presentation",500,22.5080547,88.3533289
Ashma Restaurant,https://www.zomato.com/kolkata/ashma-restaurant-1-topsia,"Chinese, North Indian, BBQ, Kerala, Rolls","Topsia, Kolkata",Opens at 8am,"38B, Topsia Road, Alfahad Residency, Topsia, Kolkata",918277000000,1,1,1,0,-,0,-,19,,,,350,22.5418017,88.3869552
Bangali Bhoj,https://www.zomato.com/kolkata/bangali-bhoj-new-alipore,Bengali,"New Alipore, Kolkata",,"7S, Mahesh Dutta Lane, Near Ahindra Mancha, New Alipore, Kolkata",918777000000,1,0,0,0,-,0,4.1,98,,,,150,22.51116475,88.3281116098478
Neelam Restaurant,https://www.zomato.com/kolkata/neelam-restaurant-park-street-area,"North Indian, Mughlai","Park Street Area, Kolkata",Opens at 11:30am,"40-A, Ground Floor, Mullick Bazar, Acharya Jagadish Chandra Bose Road, Opposite Nonapukur Tram Depot, Park Street Area, Kolkata",919232000000,1,1,1,0,3,19,3.8,531,,,,300,52.0855618,-0.7272059
The London Shakes And Cafe,https://www.zomato.com/kolkata/the-london-shakes-and-cafe-kankurgachi,"Cafe, Fast Food, Beverages","Kankurgachi, Kolkata",Opens at 12noon,"P-9, CIT Road Scheme-6M, Swami Swarupananda Sarani, Phoolbagan, Kankurgachi, Kolkata",917981000000,1,1,1,0,3.7,95,3.6,299,,"Kitkat Shake, Garlic Bread, Cheesecake, Brownie, Pasta, Pizza","Very Affordable, Venue, Friendly Place, Perfect Presentation, Contactless Delivery, Best Food under Best Budget",700,22.578972450000002,88.39151741636809
The Spice Factory,https://www.zomato.com/kolkata/the-spice-factory-tollygunge,"North Indian, Sandwich, Fast Food, Beverages, Shake","Tollygunge, Kolkata",Opens at 10:20am,"48/33, Swiss Park, Tollygunge, Kolkata",918294000000,1,1,0,0,-,0,3.9,131,,,,100,22.498636,88.3453908
Omji's Restaurant,https://www.zomato.com/kolkata/omjis-restaurant-bara-bazar,Rajasthani,"Bara Bazar, Kolkata",Opens at 9:30am,"68, Cotton Street, Utkalmani Gopabandhu, Sarani, Bara Bazar, Kolkata",913340000000,1,0,1,0,3.5,37,3.8,313,,,,300,22.5801792,88.3528098
Burma Burma,https://www.zomato.com/kolkata/burma-burma-park-street-area,"Burmese, Tea, Beverages, Chinese, South Indian","Park Street Area, Kolkata",Opens at 12:30pm,"18 M, Ground Floor, Park Street Area, Kolkata",919920000000,1,1,1,1,4.2,209,4.3,466,,"Samosa Soup, Burmese Khousuey, Bubble Tea, Desserts","Excellent Services, Attentive Staff, Large Servings, Great Place for Family, Best Staff, Great Decor",1500,52.0855618,-0.7272059
Tandoori Dot Com,https://www.zomato.com/kolkata/tandoori-dot-com-picnic-garden,"North Indian, Biryani","Picnic Garden, Kolkata",Opens at 11am,"93/1A, Doctor GS Bose Road, Near Masjid Bari Lane, Picnic Garden, Kolkata",919038000000,1,1,1,0,3.1,4,4.2,135,,,,300,22.5259951,88.3892586
